17:01:13.883 [main] INFO  org.apache.coyote.http11.Http11NioProtocol  - Initializing ProtocolHandler ["http-nio-9001"]
17:01:13.883 [main] INFO  org.apache.catalina.core.StandardService  - Starting service [Tomcat]
17:01:13.884 [main] INFO  org.apache.catalina.core.StandardEngine  - Starting Servlet engine: [Apache Tomcat/9.0.50]
17:01:14.021 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/quartz]  - Initializing Spring embedded WebApplicationContext
17:01:14.045 [main] DEBUG com.csx.main.plugin.owner.config.GlobalConfig  - 注册过滤器[ loginFilter ]成功
17:01:14.056 [main] DEBUG com.csx.main.plugin.owner.config.GlobalConfig  - 注册过滤器[ charFilter ]成功
17:01:14.066 [main] DEBUG com.csx.main.plugin.owner.config.GlobalConfig  - 注册过滤器[ druidFilter ]成功
17:01:14.074 [main] DEBUG com.csx.main.plugin.owner.config.GlobalConfig  - 注册过滤器[ paramFilter ]成功
17:01:14.079 [main] DEBUG com.csx.main.plugin.owner.config.GlobalConfig  - 注册监听器[ loginListener ]成功
17:01:14.084 [main] DEBUG org.apache.shiro.spring.web.ShiroFilterFactoryBean  - Creating Shiro Filter instance.
17:01:14.088 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [/kaptcha] with global filters [invalidRequest] and from String definition [anon]
17:01:14.089 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/kaptcha] to filter [invalidRequest] with config [null]
17:01:14.090 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/kaptcha] to filter [anon] with config [null]
17:01:14.090 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [/page/login] with global filters [invalidRequest] and from String definition [anon]
17:01:14.090 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/page/login] to filter [invalidRequest] with config [null]
17:01:14.090 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/page/login] to filter [anon] with config [null]
17:01:14.090 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [/login] with global filters [invalidRequest] and from String definition [anon]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/login] to filter [invalidRequest] with config [null]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/login] to filter [anon] with config [null]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [/logout] with global filters [invalidRequest] and from String definition [anon]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/logout] to filter [invalidRequest] with config [null]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/logout] to filter [anon] with config [null]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [/static/**] with global filters [invalidRequest] and from String definition [anon]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/static/**] to filter [invalidRequest] with config [null]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/static/**] to filter [anon] with config [null]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [*.html] with global filters [invalidRequest] and from String definition [anon]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.html] to filter [invalidRequest] with config [null]
17:01:14.091 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.html] to filter [anon] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [*.json] with global filters [invalidRequest] and from String definition [anon]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.json] to filter [invalidRequest] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.json] to filter [anon] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [*.js] with global filters [invalidRequest] and from String definition [anon]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.js] to filter [invalidRequest] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.js] to filter [anon] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [*.css] with global filters [invalidRequest] and from String definition [anon]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.css] to filter [invalidRequest] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.css] to filter [anon] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [*.png] with global filters [invalidRequest] and from String definition [anon]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.png] to filter [invalidRequest] with config [null]
17:01:14.092 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [*.png] to filter [anon] with config [null]
17:01:14.093 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Creating chain [/**] with global filters [invalidRequest] and from String definition [authc]
17:01:14.093 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/**] to filter [invalidRequest] with config [null]
17:01:14.093 [main] DEBUG org.apache.shiro.web.filter.mgt.DefaultFilterChainManager  - Attempting to apply path [/**] to filter [authc] with config [null]
17:01:14.120 [main] INFO  org.apache.catalina.core.StandardContext  - Suspicious URL pattern: [/**] in context [/quartz], see sections 12.1 and 12.2 of the Servlet specification
17:01:14.121 [main] INFO  org.apache.catalina.core.StandardContext  - Suspicious URL pattern: [/**] in context [/quartz], see sections 12.1 and 12.2 of the Servlet specification
17:01:14.121 [main] INFO  org.apache.catalina.core.StandardContext  - Suspicious URL pattern: [/**] in context [/quartz], see sections 12.1 and 12.2 of the Servlet specification
17:01:14.257 [main] WARN  com.baomidou.mybatisplus.core.metadata.TableInfoHelper  - Can not find table primary key in Class: "com.csx.common.entity.SysDict".
17:01:14.259 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.insert
17:01:14.260 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.delete
17:01:14.261 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.deleteByMap
17:01:14.263 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.deleteById
17:01:14.264 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.deleteBatchIds
17:01:14.266 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.update
17:01:14.268 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.updateById
17:01:14.269 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectById
17:01:14.270 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectBatchIds
17:01:14.271 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectByMap
17:01:14.273 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectOne
17:01:14.275 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectCount
17:01:14.277 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectMaps
17:01:14.278 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectMapsPage
17:01:14.280 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectObjs
17:01:14.281 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectList
17:01:14.283 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysDictMapper.selectPage
17:01:14.296 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.insert
17:01:14.298 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.delete
17:01:14.300 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.deleteByMap
17:01:14.302 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.deleteById
17:01:14.304 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.deleteBatchIds
17:01:14.306 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.update
17:01:14.308 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.updateById
17:01:14.308 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectById
17:01:14.309 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectBatchIds
17:01:14.310 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectByMap
17:01:14.312 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectOne
17:01:14.314 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectCount
17:01:14.316 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectMaps
17:01:14.318 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectMapsPage
17:01:14.320 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectObjs
17:01:14.322 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectList
17:01:14.324 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysMenuMapper.selectPage
17:01:14.358 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.insert
17:01:14.360 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.delete
17:01:14.361 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.deleteByMap
17:01:14.362 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.deleteById
17:01:14.365 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.deleteBatchIds
17:01:14.368 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.update
17:01:14.370 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.updateById
17:01:14.371 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectById
17:01:14.372 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectBatchIds
17:01:14.373 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectByMap
17:01:14.375 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectOne
17:01:14.376 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectCount
17:01:14.378 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectMaps
17:01:14.380 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectMapsPage
17:01:14.382 [main] DEBUG com.baomidou.mybatisplus.core.MybatisConfiguration  - addMappedStatement: com.csx.common.mapper.SysRoleMapper.selectObjs
